# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
LTBP4	6717		Cutis laxa, autosomal recessive, type IC	AR	613177			
LYRM4	21365		?Combined oxidative phosphorylation deficiency 19	AR	615595			
LYRM7	28072		Mitochondrial complex III deficiency, nuclear type 8	AR	615838			
LYST	1968		Chediak-Higashi syndrome	AR	214500			
LYZ	6740		Amyloidosis, renal	AD	105200			
LZTFL1	6741		Bardet-Biedl syndrome 17	AR	615994			
LZTR1	6742		Noonan syndrome 10	AD	616564			
LZTR1	6742		Noonan syndrome 2	AR	605275			
LZTR1	6742		{Schwannomatosis-2, susceptibility to}	AD	615670			
MAB21L1	6757		Cerebellar, ocular, craniofacial, and genital syndrome	AR	618479			
MAB21L2	6758		Microphthalmia/coloboma and skeletal dysplasia syndrome	AD/AR	615877			
MACF1	13664		Lissencephaly 9 with complex brainstem malformation	AD	618325			
MAD2L2	6764		?Fanconi anemia, complementation group V	AR	617243			
MAF	6776		Ayme-Gripp syndrome	AD	601088			
MAF	6776		Cataract 21, multiple types	AD	610202			
MAFB	6408		Duane retraction syndrome 3	AD	617041			
MAFB	6408		Multicentric carpotarsal osteolysis syndrome	AD	166300			
MAG	6783		Spastic paraplegia 75, autosomal recessive	AR	616680			
MAGED2	16353		Bartter syndrome, type 5, antenatal, transient	XR	300971			
MAGEL2	6814		Schaaf-Yang syndrome	AD	615547			
MAGI2	18957		Nephrotic syndrome, type 15	AR	617609			
MAGT1	28880		Congenital disorder of glycosylation, type Icc	XR	301031			
MAGT1	28880		Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	XR	300853			
MAK	6816		Retinitis pigmentosa 62	AR	614181			
MALT1	6819		Immunodeficiency 12	AR	615468			
MAMLD1	2568		Hypospadias 2, X-linked	XR	300758			
MAN1B1	6823		Rafiq syndrome	AR	614202			
MAN2B1	6826		Mannosidosis, alpha-, types I and II	AR	248500			
MANBA	6831		Mannosidosis, beta	AR	248510			
MAOA	6833		Brunner syndrome	XR	300615			
MAOA	6833		{Antisocial behavior}	XR	300615			
MAP1B	6836		Periventricular nodular heterotopia 9	AD	618918			
MAP2K1	6840		Cardiofaciocutaneous syndrome 3	AD	615279			
MAP2K1	6840		Melorheostosis, isolated, somatic mosaic		155950			
MAP2K2	6842		Cardiofaciocutaneous syndrome 4	AD	615280			
MAP3K1	6848		46XY sex reversal 6	AD	613762			
MAP3K20	17797		Centronuclear myopathy 6 with fiber-type disproportion	AR	617760			
MAP3K20	17797		Split-foot malformation with mesoaxial polydactyly	AR	616890			
MAP3K7	6859		Cardiospondylocarpofacial syndrome	AD	157800			
MAP3K7	6859		Frontometaphyseal dysplasia 2	AD	617137			
MAPK8IP3	6884		Neurodevelopmental disorder with or without variable brain abnormalities	AD	618443			
MAPKAPK3	6888		?Macular dystrophy, patterned, 3	AD	617111			
MAPKBP1	29536		Nephronophthisis 20	AR	617271			
MAPRE2	6891		Symmetric circumferential skin creases, congenital, 2	AD	616734			
MAPT	6893		Dementia, frontotemporal, with or without parkinsonism	AD	600274			
MAPT	6893		Pick disease	AD	172700			
MAPT	6893		Supranuclear palsy, progressive	AD	601104			
MAPT	6893		Supranuclear palsy, progressive atypical	AR	260540			
MAPT	6893		{Parkinson disease, susceptibility to}	AD	168600			
MARS1	6898		?Trichothiodystrophy 9, nonphotosensitive	AR	619692			
MARS1	6898		Charcot-Marie-Tooth disease, axonal, type 2U	AD	616280			
MARS1	6898		Interstitial lung and liver disease	AR	615486			
MARS2	25133		?Combined oxidative phosphorylation deficiency 25	AR	616430			
MARS2	25133		Spastic ataxia 3, autosomal recessive	AR	611390			
MARVELD2	26401		Deafness, autosomal recessive 49	AR	610153			
MASP1	6901		3MC syndrome 1	AR	257920			
MASP2	6902		MASP2 deficiency	AR	613791			
MAST1	19034		Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations	AD	618273			
MASTL	19042		Thrombocytopenia 2	AD	188000			
MAT1A	6903		Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	AD/AR	250850			
MAT1A	6903		Methionine adenosyltransferase deficiency, autosomal recessive	AD/AR	250850			
MATN3	6909		Epiphyseal dysplasia, multiple, 5	AD	607078			
MATN3	6909		Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type	AR	608728			
MATN3	6909		{Osteoarthritis susceptibility 2}	AD	140600			
MATR3	6912		Amyotrophic lateral sclerosis 21	AD	606070			
MAX	6913		{Pheochromocytoma, susceptibility to}	AD	171300			
MBD5	20444		Mental retardation, autosomal dominant 1	AD	156200			
MBL2	6922		{Chronic infections, due to MBL deficiency}	AD	614372			
MBOAT7	15505		Intellectual developmental disorder, autosomal recessive 57	AR	617188			
MBTPS2	15455		?Olmsted syndrome, X-linked	XR	300918			
MBTPS2	15455		IFAP syndrome with or without BRESHECK syndrome	XR	308205			
MBTPS2	15455		Keratosis follicularis spinulosa decalvans, X-linked	XR	308800			
MBTPS2	15455		Osteogenesis imperfecta, type XIX	XR	301014			
MC2R	6930		Glucocorticoid deficiency, due to ACTH unresponsiveness	AR	202200			
MC4R	6932		Obesity (BMIQ20)	AD/AR	618406			
MC4R	6932		{Obesity, resistance to (BMIQ20)}	AD/AR	618406			
MCCC1	6936		3-Methylcrotonyl-CoA carboxylase 1 deficiency	AR	210200			
MCCC2	6937		3-Methylcrotonyl-CoA carboxylase 2 deficiency	AR	210210			
MCEE	16732		Methylmalonyl-CoA epimerase deficiency	AR	251120			
MCFD2	18451		Factor V and factor VIII, combined deficiency of		613625			
MCIDAS	40050		Ciliary dyskinesia, primary, 42	AR	618695			
MCM2	6944		?Deafness, autosomal dominant 70	AD	616968			
MCM3AP	6946		Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	AR	618124			
MCM4	6947		Immunodeficiency 54	AR	609981			
MCM5	6948		?Meier-Gorlin syndrome 8	AR	617564			
MCM6	6949		Lactase persistence/nonpersistence	AD	223100			
MCM8	16147		?Premature ovarian failure 10	AR	612885			
MCM9	21484		Ovarian dysgenesis 4	AR	616185			
MCOLN1	13356		Mucolipidosis IV	AR	252650			
MCPH1	6954		Microcephaly 1, primary, autosomal recessive	AR	251200			
MDH2	6971		Developmental and epileptic encephalopathy 51	AR	617339			
MECOM	3498		Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	AD	616738			
MECP2	6990		Encephalopathy, neonatal severe	XR	300673			
MECP2	6990		Intellectual developmental disorder, X-linked syndromic, Lubs type	XR	300260			
MECP2	6990		Intellectual developmental disorder, X-linked, syndromic 13	XR	300055			
MECP2	6990		Rett syndrome	XD	312750			
MECP2	6990		Rett syndrome, atypical	XD	312750			
MECP2	6990		Rett syndrome, preserved speech variant	XD	312750			
MECP2	6990		{Autism susceptibility, X-linked 3	X	300496			
MECR	19691		Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities	AR	617282			
MED12	11957		Hardikar syndrome	XD	301068			
MED12	11957		Lujan-Fryns syndrome	XR	309520			
MED12	11957		Ohdo syndrome, X-linked	XR	300895			
MED12	11957		Opitz-Kaveggia syndrome	XR	305450			
MED12L	16050		Nizon-Isidor syndrome	AD	618872			
MED13	22474		Intellectual developmental disorder 61	AD	618009			
MED13L	22962		Impaired intellectual development and distinctive facial features with or without cardiac defects	AD	616789			
MED17	2375		Microcephaly, postnatal progressive, with seizures and brain atrophy	AR	613668			
MED23	2372		Intellectual developmental disorder, autosomal recessive 18, with or without epilepsy	AR	614249			
MED25	28845		Basel-Vanagait-Smirin-Yosef syndrome	AR	616449			
MEF2C	6996		Chromosome 5q14.3 deletion syndrome	AD	613443			
MEF2C	6996		Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language	AD	613443			
MEFV	6998		Familial Mediterranean fever, AD	AD	134610			
MEFV	6998		Familial Mediterranean fever, AR	AR	249100			
MEFV	6998		Neutrophilic dermatosis, acute febrile	AD	608068			
MEGF10	29634		Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	AR	614399			
MEGF10	29634		Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant	AR	614399			
MEGF8	3233		Carpenter syndrome 2	AR	614976			
MEIOB	28569		?Spermatogenic failure 22	AR	617706			
MEIS2	7001		Cleft palate, cardiac defects, and mental retardation	AD	600987			
MEN1	7010		Adrenal adenoma, somatic					
MEN1	7010		Angiofibroma, somatic					
MEN1	7010		Carcinoid tumor of lung					
MEN1	7010		Lipoma, somatic					
MEN1	7010		Multiple endocrine neoplasia 1	AD	131100			
MEN1	7010		Parathyroid adenoma, somatic					
MEOX1	7013		Klippel-Feil syndrome 2	AR	214300			
MERTK	7027		Retinitis pigmentosa 38	AR	613862			
MESD	13520		Osteogenesis imperfecta, type XX	AR	618644			
MESP2	29659		Spondylocostal dysostosis 2, autosomal recessive	AR	608681			
MET	7029		?Deafness, autosomal recessive 97	AR	616705			
MET	7029		Hepatocellular carcinoma, childhood type, somatic		114550			
MET	7029		Renal cell carcinoma, papillary, 1, familial and somatic		605074			
MET	7029		{Osteofibrous dysplasia, susceptibility to}	AD	607278			
METTL23	26988		Mental retardation, autosomal recessive 44	AR	615942			
METTL5	25006		Intellectual developmental disorder, autosomal recessive 72	AR	618665			
MFAP5	29673		Aortic aneurysm, familial thoracic 9	AD	616166			
MFF	24858		Encephalopathy due to defective mitochondrial and peroxisomal fission 2	AR	617086			
MFN2	16877		Charcot-Marie-Tooth disease, axonal, type 2A2A	AD	609260			
MFN2	16877		Charcot-Marie-Tooth disease, axonal, type 2A2B	AR	617087			
MFN2	16877		Hereditary motor and sensory neuropathy VIA	AD	601152			
MFRP	18121		Microphthalmia, isolated 5	AR	611040			
MFRP	18121		Nanophthalmos 2		609549			
MFSD2A	25897		Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain abnormalities	AR	616486			
MFSD8	28486		Ceroid lipofuscinosis, neuronal, 7	AR	610951			
MFSD8	28486		Macular dystrophy with central cone involvement	AR	616170			
MGAT2	7045		Congenital disorder of glycosylation, type IIa	AR	212066			
MGME1	16205		Mitochondrial DNA depletion syndrome 11	AR	615084			
MGP	7060		Keutel syndrome	AR	245150			
MIB1	21086		Left ventricular noncompaction 7	AD	615092			
MICOS13	33702		Combined oxidative phosphorylation deficiency 37	AR	618329			
MICU1	1530		Myopathy with extrapyramidal signs	AR	615673			
MID1	7095		Opitz GBBB syndrome, type I	XR	300000			
MID2	7096		?Intellectual developmental disorder, X-linked 101	XR	300928			
MIF	7097		Persistent Mullerian duct syndrome, type I	AR	261550			
MIF	7097		{Rheumatoid arthritis, systemic juvenile, susceptibility to}		604302			
MIP	7103		Cataract 15, multiple types	AD	615274			
MIPEP	7104		Combined oxidative phosphorylation deficiency 31	AR	617228			
MITF	7105		COMMAD syndrome	AR	617306			
MITF	7105		Tietz albinism-deafness syndrome	AD	103500			
MITF	7105		Waardenburg syndrome, type 2A	AD	193510			
MITF	7105		Waardenburg syndrome/ocular albinism, digenic		103470			
MITF	7105		{Melanoma, cutaneous malignant, susceptibility to, 8}		614456			
MKKS	7108		Bardet-Biedl syndrome 6	AR	605231			
MKKS	7108		McKusick-Kaufman syndrome	AR	236700			
MKRN3	7114		Precocious puberty, central, 2	AD	615346			
MKS1	7121		Bardet-Biedl syndrome 13	AR	615990			
MKS1	7121		Joubert syndrome 28	AR	617121			
MKS1	7121		Meckel syndrome 1	AR	249000			
MLC1	17082		Megalencephalic leukoencephalopathy with subcortical cysts	AR	604004			
MLH1	7127		Colorectal cancer, hereditary nonpolyposis, type 2		609310			
MLH1	7127		Mismatch repair cancer syndrome 1	AR	276300			
MLH1	7127		Muir-Torre syndrome	AD	158320			
MLH3	7128		Colorectal cancer, hereditary nonpolyposis, type 7		614385			
MLH3	7128		Colorectal cancer, somatic		114500			
MLH3	7128		{Endometrial cancer, susceptibility to}	AD/SM	608089			
MLPH	29643		Griscelli syndrome, type 3	AR	609227			
MLYCD	7150		Malonyl-CoA decarboxylase deficiency	AR	248360			
MMAA	18871		Methylmalonic aciduria, vitamin B12-responsive, cblA type	AR	251100			
MMAB	19331		Methylmalonic aciduria, vitamin B12-responsive, cblB type	AR	251110			
MMACHC	24525		Methylmalonic aciduria and homocystinuria, cblC type	AR	277400			
MMADHC	25221		Homocystinuria, cblD type, variant 1	AR	277410			
MMADHC	25221		Methylmalonic aciduria and homocystinuria, cblD type	AR	277410			
MMADHC	25221		Methylmalonic aciduria, cblD type, variant 2	AR	277410			
MME	7154		?Spinocerebellar ataxia 43	AD	617018			
MME	7154		Charcot-Marie-Tooth disease, axonal, type 2T	AD/AR	617017			
MMP13	7159		?Spondyloepimetaphyseal dysplasia, Missouri type	AD	602111			
MMP13	7159		Metaphyseal anadysplasia 1	AD	602111			
MMP13	7159		Metaphyseal dysplasia, Spahr type	AR	250400			
MMP14	7160		?Winchester syndrome		277950			
MMP19	7165		Cavitary optic disc anomalies	AD	611543			
MMP2	7166		Multicentric osteolysis, nodulosis, and arthropathy	AR	259600			
MMP20	7167		Amelogenesis imperfecta, type IIA2	AR	612529			
MMP21	7168		Heterotaxy, visceral, 7, autosomal	AR	616749			
MMP9	7176		Metaphyseal anadysplasia 2		613073			
MMUT	7526		Methylmalonic aciduria, mut(0) type	AR	251000			
MN1	7180		CEBALID syndrome	AD	618774			
MN1	7180		Meningioma	AD	607174			
MNX1	4979		Currarino syndrome	AD	176450			
MOCOS	18234		Xanthinuria, type II	AR	603592			
MOCS1	7190		Molybdenum cofactor deficiency A	AR	252150			
MOCS2	7193		Molybdenum cofactor deficiency B	AR	252160			
MOG	7197		?Narcolepsy 7	AD	614250			
MOGS	24862		Congenital disorder of glycosylation, type IIb	AR	606056			
MORC2	23573		Charcot-Marie-Tooth disease, axonal, type 2Z	AD	616688			
MORC2	23573		Developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy	AD	619090			
MPC1	21606		Mitochondrial pyruvate carrier deficiency	AR	614741			
MPDU1	7207		Congenital disorder of glycosylation, type If	AR	609180			
MPDZ	7208		Hydrocephalus, congenital, 2, with or without brain or eye anomalies	AR	615219			
MPI	7216		Congenital disorder of glycosylation, type Ib	AR	602579			
MPL	7217		Myelofibrosis with myeloid metaplasia, somatic		254450			
MPL	7217		Thrombocythemia 2	AD/SM	601977			
MPL	7217		Thrombocytopenia, congenital amegakaryocytic	AR	604498			
MPLKIP	16002		Trichothiodystrophy 4, nonphotosensitive	AR	234050			
MPO	7218		Myeloperoxidase deficiency	AR	254600			
MPO	7218		{Alzheimer disease, susceptibility to}	AD	104300			
MPO	7218		{Lung cancer, protection against, in smokers}					
MPV17	7224		Charcot-Marie-Tooth disease, axonal, type 2EE	AR	618400			
MPV17	7224		Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	AR	256810			
MPZ	7225		Charcot-Marie-Tooth disease, dominant intermediate D	AD	607791			
MPZ	7225		Charcot-Marie-Tooth disease, type 1B	AD	118200			
MPZ	7225		Charcot-Marie-Tooth disease, type 2I	AD	607677			
MPZ	7225		Charcot-Marie-Tooth disease, type 2J	AD	607736			
MPZ	7225		Dejerine-Sottas disease	AD/AR	145900			
MPZ	7225		Hypomyelinating neuropathy, congenital, 2	AD	618184			
MPZ	7225		Roussy-Levy syndrome	AD	180800			
MRAP	1304		Glucocorticoid deficiency 2	AR	607398			
MRAS	7227		Noonan syndrome 11	AD	618499			
MRE11	7230		Ataxia-telangiectasia-like disorder 1	AR	604391			
MRPL12	10378		?Combined oxidative phosphorylation deficiency 45	AR	618951			
MRPL3	10379		Combined oxidative phosphorylation deficiency 9	AR	614582			
MRPL44	16650		Combined oxidative phosphorylation deficiency 16	AR	615395			
MRPS14	14049		?Combined oxidative phosphorylation deficiency 38	AR	618378			
MRPS16	14048		Combined oxidative phosphorylation deficiency 2	AR	610498			
MRPS2	14495		Combined oxidative phosphorylation deficiency 36	AR	617950			
MRPS22	14508		Combined oxidative phosphorylation deficiency 5	AR	611719			
MRPS22	14508		Ovarian dysgenesis 7	AR	618117			
MRPS23	14509		?Combined oxidative phosphorylation defiency 46	AR	618952			
MRPS34	16618		Combined oxidative phosphorylation deficiency 32	AR	617664			
MRPS7	14499		?Combined oxidative phosphorylation deficiency 34	AR	617872			
MRTFA	14334		?Immunodeficiency 66	AR	618847			
MS4A1	7315		?Immunodeficiency, common variable, 5	AR	613495			
MSH2	7325		Colorectal cancer, hereditary nonpolyposis, type 1	AD	120435			
MSH2	7325		Mismatch repair cancer syndrome 2	AR	619096			
MSH2	7325		Muir-Torre syndrome	AD	158320			
MSH3	7326		Endometrial carcinoma, somatic		608089			
MSH3	7326		Familial adenomatous polyposis 4	AR	617100			
MSH5	7328		?Premature ovarian failure 13	AR	617442			
MSH6	7329		Colorectal cancer, hereditary nonpolyposis, type 5	AD	614350			
MSH6	7329		Mismatch repair cancer syndrome 3	AR	619097			
MSH6	7329		{Endometrial cancer, familial}	AD/SM	608089			
MSL3	7370		Basilicata-Akhtar syndrome	XD	301032			
MSMO1	10545		Microcephaly, congenital cataract, and psoriasiform dermatitis	AR	616834			
MSN	7373		Immunodeficiency 50	XR	300988			
MSR1	7376		Barrett esophagus/esophageal adenocarcinoma		614266			
MSRB3	27375		Deafness, autosomal recessive 74	AR	613718			
MSTN	4223		?Muscle hypertrophy	AR	614160			
MSTO1	29678		Myopathy, mitochondrial, and ataxia	AD/AR	617675			
MSX1	7391		Ectodermal dysplasia 3, Witkop type	AD	189500			
MSX1	7391		Orofacial cleft 5	AD	608874			
MSX1	7391		Tooth agenesis, selective, 1, with or without orofacial cleft	AD	106600			
MSX2	7392		Craniosynostosis 2	AD	604757			
MSX2	7392		Parietal foramina 1	AD	168500			
MSX2	7392		Parietal foramina with cleidocranial dysplasia	AD	168550			
MT3	7408		Intrinsic factor deficiency	AR	261000			
MTAP	7413		Diaphyseal medullary stenosis with malignant fibrous histiocytoma	AD	112250			
MTFMT	29666		Combined oxidative phosphorylation deficiency 15	AR	614947			
MTFMT	29666		Mitochondrial complex I deficiency, nuclear type 27	AR	618248			
MTHFD1	7432		Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	AR	617780			
MTHFD1	7432		{Neural tube defects, folate-sensitive, susceptibility to}	AR	601634			
MTHFR	7436		Homocystinuria due to MTHFR deficiency	AR	236250			
MTHFR	7436		{Neural tube defects, susceptibility to}	AR	601634			
MTHFR	7436		{Schizophrenia, susceptibility to}	AD	181500			
MTHFR	7436		{Thromboembolism, susceptibility to}	AD	188050			
MTHFR	7436		{Vascular disease, susceptibility to}					
MTHFS	7437		Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination	AR	618367			
MTM1	7448		Myotubular myopathy, X-linked	XR	310400			
MTMR14	26190		{Centronuclear myopathy, autosomal, modifier of}	AD	160150			
MTMR2	7450		Charcot-Marie-Tooth disease, type 4B1	AR	601382			
MTO1	19261		Combined oxidative phosphorylation deficiency 10	AR	614702			
MTOR	3942		Focal cortical dysplasia, type II, somatic		607341			
MTOR	3942		Smith-Kingsmore syndrome	AD	616638			
MTPAP	25532		?Spastic ataxia 4, autosomal recessive	AR	613672			
MTR	7468		Homocystinuria-megaloblastic anemia, cblG complementation type	AR	250940			
MTR	7468		{Neural tube defects, folate-sensitive, susceptibility to}	AR	601634			
MTRFR	26784		Combined oxidative phosphorylation deficiency 7	AR	613559			
MTRFR	26784		Spastic paraplegia 55, autosomal recessive	AR	615035			
MTRR	7473		Homocystinuria-megaloblastic anemia, cbl E type	AR	236270			
MTRR	7473		{Neural tube defects, folate-sensitive, susceptibility to}	AR	601634			
MTTP	7467		Abetalipoproteinemia	AR	200100			
MTTP	7467		{Metabolic syndrome, protection against}	AD	605552			
MUC1	7508		Tubulointerstitial kidney disease, autosomal dominant, 2	AD	174000			
MUSK	7525		Fetal akinesia deformation sequence 1	AR	208150			
MUSK	7525		Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency	AR	616325			
MUTYH	7527		Adenomas, multiple colorectal	AR	608456			
MUTYH	7527		Gastric cancer, somatic		613659			
MVD	7529		Porokeratosis 7, multiple types	AD	614714			
MVK	7530		Hyper-IgD syndrome	AR	260920			
MVK	7530		Mevalonic aciduria	AR	610377			
MVK	7530		Porokeratosis 3, multiple types	AD	175900			
MYBPC1	7549		Arthrogryposis, distal, type 1B	AD	614335			
MYBPC1	7549		Lethal congenital contracture syndrome 4	AR	614915			
MYBPC1	7549		Myopathy, congenital, with tremor	AD	618524			
MYBPC3	7551		Cardiomyopathy, dilated, 1MM	AD	615396			
MYBPC3	7551		Cardiomyopathy, hypertrophic, 4	AD/AR	115197			
MYBPC3	7551		Left ventricular noncompaction 10	AD	615396			
MYCN	7559		Feingold syndrome 1	AD	164280			
MYD88	7562		Immunodeficiency 68	AR	612260			
MYD88	7562		Macroglobulinemia, Waldenstrom, somatic		153600			
MYF5	7565		Ophthalmoplegia, external, with rib and vertebral anomalies	AR	618155			
MYH11	7569		Aortic aneurysm, familial thoracic 4	AD	132900			
MYH11	7569		Megacystis-microcolon-intestinal hypoperistalsis syndrome 2	AR	619351			
MYH11	7569		Visceral myopathy 2	AD	619350			
MYH14	23212		?Peripheral neuropathy, myopathy, hoarseness, and hearing loss	AD	614369			
MYH14	23212		Deafness, autosomal dominant 4A	AD	600652			
MYH2	7572		Proximal myopathy and ophthalmoplegia	AD/AR	605637			
MYH3	7573		Arthrogryposis, distal, type 2A (Freeman-Sheldon)	AD	193700			
MYH3	7573		Arthrogryposis, distal, type 2B3 (Sheldon-Hall)	AD	618436			
MYH3	7573		Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A	AD	178110			
MYH3	7573		Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B	AR	618469			
MYH6	7576		Atrial septal defect 3		614089			
MYH6	7576		Cardiomyopathy, dilated, 1EE	AD	613252			
MYH6	7576		Cardiomyopathy, hypertrophic, 14	AD	613251			
MYH6	7576		{Sick sinus syndrome 3}		614090			
MYH7	7577		Cardiomyopathy, dilated, 1S	AD	613426			
MYH7	7577		Cardiomyopathy, hypertrophic, 1	AD	192600			
MYH7	7577		Laing distal myopathy	AD	160500			
MYH7	7577		Left ventricular noncompaction 5	AD	613426			
MYH7	7577		Myopathy, myosin storage, autosomal dominant	AD	608358			
MYH7	7577		Myopathy, myosin storage, autosomal recessive	AR	255160			
MYH7	7577		Scapuloperoneal syndrome, myopathic type	AD	181430			
MYH8	7578		Carney complex variant		608837			
MYH8	7578		Trismus-pseudocamptodactyly syndrome	AD	158300			
MYH9	7579		Deafness, autosomal dominant 17	AD	603622			
MYH9	7579		Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	AD	155100			
MYL1	7582		Myopathy, congenital, with fast-twitch (type II) fiber atrophy	AR	618414			
MYL2	7583		Cardiomyopathy, hypertrophic, 10	AD	608758			
MYL2	7583		Myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy	AR	619424			
MYL3	7584		Cardiomyopathy, hypertrophic, 8	AD/AR	608751			
MYL4	7585		?Atrial fibrillation, familial, 18	AD	617280			
MYLK	7590		Aortic aneurysm, familial thoracic 7	AD	613780			
MYLK	7590		Megacystis-microcolon-intestinal hypoperistalsis syndrome 1	AR	249210			
MYLK2	16243		Cardiomyopathy, hypertrophic, 1, digenic	AD	192600			
MYMK	33778		Carey-Fineman-Ziter syndrome	AR	254940			
MYO15A	7594		Deafness, autosomal recessive 3	AR	600316			
MYO18B	18150		Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	AR	616549			
MYO1E	7599		Glomerulosclerosis, focal segmental, 6	AR	614131			
MYO3A	7601		Deafness, autosomal recessive 30	AR	607101			
MYO5A	7602		Griscelli syndrome, type 1	AR	214450			
MYO5B	7603		Diarrhea 2, with microvillus atrophy	AR	251850			
MYO6	7605		Deafness, autosomal dominant 22	AD	606346			
MYO6	7605		Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy	AD	606346			
MYO6	7605		Deafness, autosomal recessive 37	AR	607821			
MYO7A	7606		Deafness, autosomal dominant 11	AD	601317			
MYO7A	7606		Deafness, autosomal recessive 2	AR	600060			
MYO7A	7606		Usher syndrome, type 1B	AR	276900			
MYO9A	7608		Myasthenic syndrome, congenital, 24, presynaptic	AR	618198			
MYOC	7610		Glaucoma 1A, primary open angle	AD	137750			
MYOCD	16067		Megabladder, congenital	AD	618719			
MYORG	19918		Basal ganglia calcification, idiopathic, 7, autosomal recessive	AR	618317			
MYOT	12399		Myopathy, myofibrillar, 3	AD	609200			
MYOT	12399		Myopathy, spheroid body	AD	182920			
MYOZ2	1330		Cardiomyopathy, hypertrophic, 16	AD	613838			
MYPN	23246		Cardiomyopathy, dilated, 1KK	AD	615248			
MYPN	23246		Cardiomyopathy, familial restrictive, 4	AD	615248			
MYPN	23246		Cardiomyopathy, hypertrophic, 22	AD	615248			
MYPN	23246		Nemaline myopathy 11, autosomal recessive	AR	617336			
MYRF	1181		Cardiac-urogenital syndrome	AD	618280			
MYRF	1181		Encephalitis/encephalopathy, mild, with reversible myelin vacuolization	AD	618113			
MYSM1	29401		Bone marrow failure syndrome 4	AR	618116			
MYT1L	7623		Intellectual developmental disorder, autosomal dominant 39	AD	616521			
NAA10	18704		Microphthalmia, syndromic 1	X	309800			
NAA10	18704		Ogden syndrome	XD/XR	300855			
NAA15	30782		Intellectual developmental disorder, autosomal dominant 50, with behavioral abnormalities	AD	617787			
NACC1	20967		Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	AD	617393			
NADK2	26404		2,4-dienoyl-CoA reductase deficiency	AR	616034			
NAGA	7631		Kanzaki disease	AR	609242			
NAGA	7631		Schindler disease, type I	AR	609241			
NAGA	7631		Schindler disease, type III	AR	609241			
NAGLU	7632		?Charcot-Marie-Tooth disease, axonal, type 2V	AD	616491			
NAGLU	7632		Mucopolysaccharidosis type IIIB (Sanfilippo B)	AR	252920			
NAGS	17996		N-acetylglutamate synthase deficiency	AR	237310			
NALCN	19082		Congenital contractures of the limbs and face, hypotonia, and developmental delay	AD	616266			
NALCN	19082		Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	AR	615419			
NANS	19237		Spondyloepimetaphyseal dysplasia, Camera-Genevieve type	AR	610442			
NARS2	26274		?Deafness, autosomal recessive 94	AR	618434			
NARS2	26274		Combined oxidative phosphorylation deficiency 24	AR	616239			
NAT8L	26742		?N-acetylaspartate deficiency	AR	614063			
NAXD	25576		Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2	AR	618321			
NAXE	18453		Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	AR	617186			
NBAS	15625		Infantile liver failure syndrome 2	AR	616483			
NBAS	15625		Short stature, optic nerve atrophy, and Pelger-Huet anomaly	AR	614800			
NBEA	7648		Neurodevelopmental disorder with or without early-onset generalized epilepsy	AD	619157			
NBEAL2	31928		Gray platelet syndrome	AR	139090			
NBN	7652		Aplastic anemia		609135			
NBN	7652		Leukemia, acute lymphoblastic		613065			
NBN	7652		Nijmegen breakage syndrome	AR	251260			
NCAPD2	24305		?Microcephaly 21, primary, autosomal recessive	AR	617983			
NCAPD3	28952		Microcephaly 22, primary, autosomal recessive	AR	617984			
NCAPG2	21904		Khan-Khan-Katsanis syndrome	AR	618460			
NCAPH	1112		?Microcephaly 23, primary, autosomal recessive	AR	617985			
NCF1	7660		Chronic granulomatous disease 1, autosomal recessive	AR	233700			
NCF2	7661		Chronic granulomatous disease 2, autosomal recessive	AR	233710			
NCF4	7662		Chronic granulomatous disease 3, autosomal recessive	AR	613960			
NCSTN	17091		Acne inversa, familial, 1	AD	142690			
NDE1	17619		?Microhydranencephaly	AR	605013			
