# Genepanel: OMIM Version: 01 Date: 2017-11-07
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
NF2	7773		Schwannomatosis	AD	162091			
NF2	7773		Neurofibromatosis, type 2	AD	101000			
NF2	7773		Meningioma, NF2-related, somatic		607174			
NFE2L2	7782		Immunodeficiency, developmental delay, and hypohomocysteinemia		617744			
NFIA	7784		Brain malformations with or without urinary tract defects	IC	613735			
NFIX	7788		Marshall-Smith syndrome	AD	602535			
NFIX	7788		Sotos syndrome 2	AD	614753			
NFKB1	7794		Immunodeficiency, common variable, 12	AD	616576			
NFKB2	7795		Immunodeficiency, common variable, 10	AD	615577			
NFKBIA	7797		Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency	AD	612132			
NFKBIL1	7800		{Rheumatoid arthritis, susceptibility to}		180300			
NFU1	16287		Multiple mitochondrial dysfunctions syndrome 1	AR	605711			
NGF	7808		Neuropathy, hereditary sensory and autonomic, type V	AR	608654			
NGLY1	17646		Congenital disorder of deglycosylation	AR	615273			
NHEJ1	25737		Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation		611291			
NHLRC1	21576		Epilepsy, progressive myoclonic 2B (Lafora)	AR	254780			
NHP2	14377		Dyskeratosis congenita, autosomal recessive 2	AR	613987			
NHS	7820		Nance-Horan syndrome	XD	302350			
NHS	7820		Cataract 40, X-linked	X	302200			
NIN	14906		?Seckel syndrome 7	AR	614851			
NIPA1	17043		Spastic paraplegia 6, autosomal dominant	AD	600363			
NIPAL4	28018		Ichthyosis, congenital, autosomal recessive 6	AR	612281			
NIPBL	28862		Cornelia de Lange syndrome 1	AD	122470			
NLGN3	14289		{Autism susceptibility, X-linked 1}	IC	300425			
NLGN3	14289		{Asperger syndrome susceptibility, X-linked 1}	IC	300494			
NLRC4	16412		?Familial cold autoinflammatory syndrome 4	AD	616115			
NLRC4	16412		Autoinflammation with infantile enterocolitis	AD	616050			
NLRP1	14374		Palmoplantar carcinoma, multiple self-healing		615255			
NLRP1	14374		Autoinflammation with arthritis and dyskeratosis	AD;AR	617388			
NLRP1	14374		{Vitiligo-associated multiple autoimmune disease susceptibility 1}		606579			
NLRP12	22938		Familial cold autoinflammatory syndrome 2	AD	611762			
NLRP3	16400		CINCA syndrome	AD	607115			
NLRP3	16400		Familial cold-induced inflammatory syndrome 1	AD	120100			
NLRP3	16400		Muckle-Wells syndrome	AD	191900			
NME1	7849		Neuroblastoma	IC;AD	256700			
NME8	16473		Ciliary dyskinesia, primary, 6	AR	610852			
NMNAT1	17877		Leber congenital amaurosis 9	AR	608553			
NNMT	7861		Homocysteine plasma level		600008			
NNT	7863		Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	AR	614736			
NOBOX	22448		Premature ovarian failure 5	AD	611548			
NOD2	5331		Blau syndrome	AD	186580			
NOD2	5331		{Yao syndrome}		617321			
NOD2	5331		{Psoriatic arthritis, susceptibility to}		607507			
NOD2	5331		{Inflammatory bowel disease 1, Crohn disease}		266600			
NODAL	7865		Heterotaxy, visceral, 5	AD	270100			
NOG	7866		Stapes ankylosis with broad thumb and toes	AD	184460			
NOG	7866		Multiple synostoses syndrome 1	AD	186500			
NOG	7866		Brachydactyly, type B2	AD	611377			
NOG	7866		Tarsal-carpal coalition syndrome	AD	186570			
NOG	7866		Symphalangism, proximal, 1A	AD	185800			
NOL3	7869		Myoclonus, familial cortical	AD	614937			
NONO	7871		Mental retardation, X-linked, syndromic 34	X	300967			
NOP10	14378		Dyskeratosis congenita, autosomal recessive 1	AR	224230			
NOP56	15911		Spinocerebellar ataxia 36	AD	614153			
NOS1	7872		Spermatogenic failure 12	AD	615413			
NOS2	7873		{Malaria, resistance to}		611162			
NOS2	7873		{Hypertension, susceptibility to}		145500			
NOTCH1	7881		Aortic valve disease 1	AD	109730			
NOTCH1	7881		Adams-Oliver syndrome 5	AD	616028			
NOTCH2	7882		Hajdu-Cheney syndrome	AD	102500			
NOTCH2	7882		Alagille syndrome 2	AD	610205			
NOTCH3	7883		Lateral meningocele syndrome	AD	130720			
NOTCH3	7883		Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy 1	AD	125310			
NOTCH3	7883		?Myofibromatosis, infantile 2	AD	615293			
NPC1	7897		{Nasopharyngeal carcinoma 1}		607107			
NPC1	7897		Niemann-Pick disease, type D	AR	257220			
NPC1	7897		Niemann-Pick disease, type C1	AR	257220			
NPC2	14537		Niemann-pick disease, type C2	AR	607625			
NPHP1	7905		Joubert syndrome 4	AR	609583			
NPHP1	7905		Senior-Loken syndrome-1	AR	266900			
NPHP1	7905		Nephronophthisis 1, juvenile	AR	256100			
NPHP3	7907		Renal-hepatic-pancreatic dysplasia 1	AR	208540			
NPHP3	7907		Nephronophthisis 3	AR	604387			
NPHP3	7907		Meckel syndrome 7	AR	267010			
NPHP4	19104		Senior-Loken syndrome 4	AR	606996			
NPHP4	19104		Nephronophthisis 4	AR	606966			
NPHS1	7908		Nephrotic syndrome, type 1	AR	256300			
NPHS2	13394		Nephrotic syndrome, type 2	AR	600995			
NPM1	7910		Leukemia, acute myeloid, somatic		601626			
NPPA	7939		Atrial fibrillation, familial, 6	AD	612201			
NPPA	7939		Atrial standstill 2	AR	615745			
NPR2	7944		Acromesomelic dysplasia, Maroteaux type	AR	602875			
NPR2	7944		Short stature with nonspecific skeletal abnormalities	AD	616255			
NPR2	7944		Epiphyseal chondrodysplasia, Miura type	AD	615923			
NPR3	7945		?Hypertension, salt-resistant					
NPRL2	24969		Epilepsy, familial focal, with variable foci 2	AD	617116			
NPRL3	14124		Epilepsy, familial focal, with variable foci 3	AD	617118			
NPSR1	23631		{Asthma, susceptibility to, 2}		608584			
NQO2	7856		{?Breast cancer susceptibility}	AD	114480			
NR0B1	7960		Adrenal hypoplasia, congenital	XR	300200			
NR0B1	7960		46XY sex reversal 2, dosage-sensitive	X	300018			
NR0B2	7961		Obesity, mild, early-onset	AD;AR	601665			
NR1H4	7967		Cholestasis, progressive familial intrahepatic, 5	AR	617049			
NR2E3			Retinitis pigmentosa 37	AD;AR	611131			
NR2E3			Enhanced S-cone syndrome	AR	268100			
NR2F1	7975		Bosch-Boonstra-Schaaf optic atrophy syndrome	AD	615722			
NR2F2	7976		Congenital heart defects, multiple types, 4	AD	615779			
NR3C1	7978		Glucocorticoid resistance	AD	615962			
NR3C2	7979		Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy		605115			
NR3C2	7979		Pseudohypoaldosteronism type I, autosomal dominant	AD	177735			
NRAS	7989		Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic		163200			
NRAS	7989		?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic		614470			
NRAS	7989		Noonan syndrome 6	AD	613224			
NRAS	7989		Neurocutaneous melanosis, somatic		249400			
NRAS	7989		Melanocytic nevus syndrome, congenital, somatic		137550			
NRAS	7989		Epidermal nevus, somatic		162900			
NRAS	7989		Thyroid carcinoma, follicular, somatic		188470			
NRAS	7989		Colorectal cancer, somatic		114500			
NRG1	7997		{?Schizophrenia, susceptibility to}		603013			
NRL	8002		Retinitis pigmentosa 27	AD	613750			
NRL	8002		Retinal degeneration, autosomal recessive, clumped pigment type					
NRXN1	8008		Pitt-Hopkins-like syndrome 2	AR	614325			
NRXN1	8008		{Schizophrenia, susceptibility to, 17}		614332			
NSD1	14234		Sotos syndrome 1	AD	117550			
NSD1	14234		Leukemia, acute myeloid	AD	601626			
NSD3			Leukemia, acute myeloid	AD	601626			
NSDHL	13398		CK syndrome	XR	300831			
NSDHL	13398		CHILD syndrome	XD	308050			
NSMCE2	26513		Seckel syndrome 10	AR	617253			
NSMCE3			Lung disease, immunodeficiency, and chromosome breakage syndrome	AR	617241			
NSMF	29843		Hypogonadotropic hypogonadism 9 with or without anosmia	AD	614838			
NSUN2	25994		Mental retardation, autosomal recessive 5	AR	611091			
NT5C2	8022		Spastic paraplegia 45, autosomal recessive	AR	613162			
NT5C3A	17820		Anemia, hemolytic, due to UMPH1 deficiency	AR	266120			
NT5E	8021		Calcification of joints and arteries	AR	211800			
NTF4	8024		Glaucoma 1, open angle, 1O		613100			
NTHL1	8028		Familial adenomatous polyposis 3	AR	616415			
NTRK1	8031		Insensitivity to pain, congenital, with anhidrosis	AR	256800			
NTRK1	8031		Medullary thyroid carcinoma, familial	AD	155240			
NTRK2	8032		Obesity, hyperphagia, and developmental delay	AD	613886			
NUBPL	20278		Mitochondrial complex I deficiency	AR;XD;M	252010			
NUDT15	23063		{Thiopurines, poor metabolism of, 2}	AD	616903			
NUMA1	8059		Leukemia, acute promyelocytic, somatic		612376			
NUP107	29914		Nephrotic syndrome, type 11	AR	616730			
NUP155	8063		?Atrial fibrillation 15	AR	615770			
NUP205	18658		?Nephrotic syndrome, type 13		616893			
NUP214	8064		Leukemia, acute myeloid, somatic		601626			
NUP214	8064		Leukemia, T-cell acute lymphoblastic, somatic		613065			
NUP62	8066		Striatonigral degeneration, infantile	AR	271930			
NUP93	28958		Nephrotic syndrome, type 12	AR	616892			
NUS1	21042		?Congenital disorder of glycosylation, type 1aa	AR	617082			
NYX	8082		Night blindness, congenital stationary (complete), 1A, X-linked	XR	310500			
OAS1	8086		{Diabetes mellitus, type 1, susceptibility to}	AR	222100			
OAS1	8086		{Viral infection, susceptibility to}					
OAT	8091		Gyrate atrophy of choroid and retina with or without ornithinemia	AR	258870			
OBSL1	29092		3-M syndrome 2		612921			
OCA2	8101		[Skin/hair/eye pigmentation 1, blond/brown hair]	AR	227220			
OCA2	8101		Albinism, oculocutaneous, type II	AR	203200			
OCA2	8101		Albinism, brown oculocutaneous	AR	203200			
OCA2	8101		[Skin/hair/eye pigmentation 1, blue/nonblue eyes]	AR	227220			
OCLN	8104		Pseudo-TORCH syndrome 1	AR	251290			
OCRL	8108		Lowe syndrome	XR	309000			
OCRL	8108		Dent disease 2	XR	300555			
ODC1	8109		{Colonic adenoma recurrence, reduced risk of}	AD	114500			
OFD1	2567		?Retinitis pigmentosa 23	XR	300424			
OFD1	2567		Joubert syndrome 10	XR	300804			
OFD1	2567		Orofaciodigital syndrome I	XD	311200			
OFD1	2567		Simpson-Golabi-Behmel syndrome, type 2	XR	300209			
OGDH	8124		Alpha-ketoglutarate dehydrogenase deficiency	AR	203740			
OGG1	8125		Renal cell carcinoma, clear cell, somatic		144700			
OGT	8127		Mental retardation, X-linked 106	XR	300997			
OLR1	8133		{Myocardial infarction, susceptibility to}		608446			
OPA1	8140		?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)		616896			
OPA1	8140		Behr syndrome	AR	210000			
OPA1	8140		Optic atrophy 1	AD	165500			
OPA1	8140		Optic atrophy plus syndrome	AD	125250			
OPA1	8140		{Glaucoma, normal tension, susceptibility to}		606657			
OPA3	8142		3-methylglutaconic aciduria, type III	AR	258501			
OPA3	8142		Optic atrophy 3 with cataract	AD	165300			
OPCML	8143		{Ovarian cancer, somatic}		167000			
OPHN1	8148		Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	XR	300486			
OPLAH	8149		5-oxoprolinase deficiency	AD;AR	260005			
OPN1LW	9936		Blue cone monochromacy	XR	303700			
OPN1LW	9936		Colorblindness, protan	X	303900			
OPN1MW	4206		Colorblindness, deutan	X	303800			
OPN1MW	4206		Blue cone monochromacy	XR	303700			
OPN1SW	1012		Colorblindness, tritan	AD	190900			
OPTN	17142		Glaucoma 1, open angle, E	AD	137760			
OPTN	17142		Amyotrophic lateral sclerosis 12		613435			
OPTN	17142		{Glaucoma, normal tension, susceptibility to}		606657			
OR2J3	8261		[C3HEX, ability to smell]	AD	615082			
ORAI1	25896		Myopathy, tubular aggregate, 2	AD	615883			
ORAI1	25896		Immunodeficiency 9	AR	612782			
ORC1	8487		Meier-Gorlin syndrome 1	AR	224690			
ORC4	8490		Meier-Gorlin syndrome 2	AR	613800			
ORC6	17151		Meier-Gorlin syndrome 3	AR	613803			
OSBPL2	15761		Deafness, autosomal dominant 67	AD	616340			
OSGEP	18028		Galloway-Mowat syndrome 3		617729			
OSMR	8507		Amyloidosis, primary localized cutaneous, 1	AD	105250			
OSTM1	21652		Osteopetrosis, autosomal recessive 5	AR	259720			
OTC	8512		Ornithine transcarbamylase deficiency	XR	311250			
OTOA	16378		Deafness, autosomal recessive 22	AR	607039			
OTOF	8515		Deafness, autosomal recessive 9	AR	601071			
OTOF	8515		Auditory neuropathy, autosomal recessive, 1	AR	601071			
OTOG	8516		Deafness, autosomal recessive 18B	AR	614945			
OTOGL	26901		Deafness, autosomal recessive 84B	AR	614944			
OTUD6B	24281		Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies	AR	617452			
OTULIN			Autoinflammation, panniculitis, and dermatosis syndrome	AR	617099			
OTX2	8522		Retinal dystrophy, early-onset, with or without pituitary dysfunction	AD	610125			
OTX2	8522		Pituitary hormone deficiency, combined, 6	AD	613986			
OTX2	8522		Microphthalmia, syndromic 5	AD	610125			
OVOL2	15804		Corneal dystrophy, posterior polymorphous, 1	AD	122000			
OXCT1	8527		Succinyl CoA:3-oxoacid CoA transferase deficiency		245050			
P2RX2	15459		Deafness, autosomal dominant 41	AD	608224			
P2RY12	18124		Bleeding disorder, platelet-type, 8	AR	609821			
P3H1			Osteogenesis imperfecta, type VIII	AR	610915			
P3H2			Myopia, high, with cataract and vitreoretinal degeneration	AR	614292			
P4HA2	8547		Myopia 25, autosomal dominant	AD	617238			
P4HB	8548		Cole-Carpenter syndrome 1	AD	112240			
PABPN1	8565		Oculopharyngeal muscular dystrophy	AD	164300			
PACS1	30032		Schuurs-Hoeijmakers syndrome	AD	615009			
PADI3	18337		Uncombable hair syndrome	AR	191480			
PADI4	18368		{Rheumatoid arthritis, susceptibility to}		180300			
PADI6			Preimplantation embryonic lethality 2	AR	617234			
PAF1	25459		Peroxisome biogenesis disorder 5B	AR	614867			
PAF1	25459		Peroxisome biogenesis disorder 5A (Zellweger)	AR	614866			
PAFAH1B1	8574		Subcortical laminar heterotopia	IC	607432			
PAFAH1B1	8574		Lissencephaly 1	IC	607432			
PAH	8582		[Hyperphenylalaninemia, non-PKU mild]	AR	261600			
PAH	8582		Phenylketonuria	AR	261600			
PAK3	8592		Mental retardation, X-linked 30/47	XR	300558			
PALB2	26144		{Pancreatic cancer, susceptibility to, 3}		613348			
PALB2	26144		{Breast cancer, susceptibility to}	AD	114480			
PALB2	26144		Fanconi anemia, complementation group N		610832			
PALLD	17068		{Pancreatic cancer, susceptibility to, 1}		606856			
PAM16	29679		Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type	AR	613320			
PANK2	15894		Neurodegeneration with brain iron accumulation 1	AR	234200			
PANK2	15894		HARP syndrome	AR	607236			
PAPSS2	8604		Brachyolmia 4 with mild epiphyseal and metaphyseal changes	AR	612847			
PARK7	16369		Parkinson disease 7, autosomal recessive early-onset	AR	606324			
PARN	8609		Dyskeratosis congenita, autosomal recessive 6	AR	616353			
PARN	8609		Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	AD	616371			
PATL2	33630		Oocyte maturation defect 4	AR	617743			
PAX1	8615		?Otofaciocervical syndrome 2	AR	615560			
PAX2	8616		Papillorenal syndrome	AD	120330			
PAX2	8616		Glomerulosclerosis, focal segmental, 7	AD	616002			
PAX3	8617		Craniofacial-deafness-hand syndrome	AD	122880			
PAX3	8617		Rhabdomyosarcoma 2, alveolar	AR	268220			
PAX3	8617		Waardenburg syndrome, type 1	AD	193500			
PAX3	8617		Waardenburg syndrome, type 3	AD;AR	148820			
PAX4	8618		Diabetes mellitus, type 2	AD	125853			
PAX4	8618		Maturity-onset diabetes of the young, type IX		612225			
PAX4	8618		{Diabetes mellitus, ketosis-prone, susceptibility to}	AD	612227			
PAX5	8619		{Leukemia, acute lymphoblastic, susceptibility to, 3}		615545			
PAX6	8620		?Coloboma of optic nerve	AD	120430			
PAX6	8620		?Coloboma, ocular	AD	120200			
PAX6	8620		?Morning glory disc anomaly	AD	120430			
PAX6	8620		Aniridia	AD	106210			
PAX6	8620		Anterior segment dysgenesis 5, multiple subtypes		604229			
PAX6	8620		Cataract with late-onset corneal dystrophy	AD	106210			
PAX6	8620		Foveal hypoplasia 1	AD	136520			
PAX6	8620		Keratitis	AD	148190			
PAX6	8620		Optic nerve hypoplasia	AD	165550			
PAX7	8621		Rhabdomyosarcoma 2, alveolar	AR	268220			
PAX8	8622		Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	AD	218700			
PAX9	8623		Tooth agenesis, selective, 3	AD	604625			
PBX1	8632		Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay	AD	617641			
PC	8636		Thrombophilia due to protein C deficiency, autosomal recessive	AR	612304			
PC	8636		Thrombophilia due to protein C deficiency, autosomal dominant	AD	176860			
PC	8636		Pyruvate carboxylase deficiency	AR	266150			
PCBD1	8646		Hyperphenylalaninemia, BH4-deficient, D	AR	264070			
PCCA	8653		Propionicacidemia	AR	606054			
PCCB	8654		Propionicacidemia	AR	606054			
PCDH12	8657		Microcephaly, seizures, spasticity, and brain calcification		605622			
PCDH15	14674		Deafness, autosomal recessive 23	AR	609533			
PCDH15	14674		Usher syndrome, type 1F	AR	602083			
PCDH15	14674		Usher syndrome, type 1D/F digenic	AR;DR	601067			
PCDH19	14270		Epileptic encephalopathy, early infantile, 9	X	300088			
PCK1	8724		?Phosphoenolpyruvate carboxykinase deficiency, cytosolic	AR	261680			
PCK2	8725		PEPCK deficiency, mitochondrial	AR	261650			
PCLO	13406		?Pontocerebellar hypoplasia, type 3	AR	608027			
PCNA	8729		?Ataxia-telangiectasia-like disorder 2	AR	615919			
PCNT	16068		Microcephalic osteodysplastic primordial dwarfism, type II	AR	210720			
PCSK1	8743		Obesity with impaired prohormone processing	AR	600955			
PCSK1	8743		{Obesity, susceptibility to, BMIQ12}		612362			
PCSK9	20001		{Low density lipoprotein cholesterol level QTL 1}		603776			
PCSK9	20001		Hypercholesterolemia, familial, 3		603776			
PCYT1A	8754		Spondylometaphyseal dysplasia with cone-rod dystrophy	AR	608940			
PDC	8759		Paroxysmal nonkinesigenic dyskinesia 1	AD	118800			
PDCD1	8760		{Systemic lupus erythematosus, susceptibility to, 2}		605218			
PDCD1	8760		{Multiple sclerosis, disease progression, modifier of}		126200			
PDCD10	8761		Cerebral cavernous malformations 3		603285			
PDE10A	8772		Striatal degeneration, autosomal dominant	AD	616922			
PDE10A	8772		Dyskinesia, limb and orofacial, infantile-onset	AR	616921			
PDE11A	8773		Pigmented nodular adrenocortical disease, primary, 2	AD	610475			
PDE3A	8778		Hypertension and brachydactyly syndrome	AD	112410			
PDE4D	8783		{Stroke, susceptibility to, 1}		606799			
PDE4D	8783		Acrodysostosis 2, with or without hormone resistance	AD	614613			
PDE6A	8785		Retinitis pigmentosa 43		613810			
PDE6B	8786		Retinitis pigmentosa-40	AR	613801			
PDE6B	8786		Night blindness, congenital stationary, autosomal dominant 2	AD	163500			
PDE6C	8787		Cone dystrophy 4	AR	613093			
PDE6D	8788		?Joubert syndrome 22	AR	615665			
PDE6G	8789		Retinitis pigmentosa 57	AR	613582			
PDE6H	8790		Achromatopsia 6	AD;AR	610024			
PDE6H	8790		Retinal cone dystrophy 3	AD;AR	610024			
PDE8B	8794		Pigmented nodular adrenocortical disease, primary, 3		614190			
PDE8B	8794		Striatal degeneration, autosomal dominant	AD	609161			
PDGFB	8800		Meningioma, SIS-related	AD	607174			
PDGFB	8800		Dermatofibrosarcoma protuberans		607907			
PDGFB	8800		Basal ganglia calcification, idiopathic, 5	AD	615483			
PDGFRA	8803		Gastrointestinal stromal tumor, somatic		606764			
PDGFRA	8803		Hypereosinophilic syndrome, idiopathic, resistant to imatinib	IC;SMu	607685			
PDGFRB	8804		Myofibromatosis, infantile, 1	AD	228550			
PDGFRB	8804		Myeloproliferative disorder with eosinophilia	AD	131440			
PDGFRB	8804		Kosaki overgrowth syndrome	AD	616592			
PDGFRB	8804		Basal ganglia calcification, idiopathic, 4	AD	615007			
PDGFRB	8804		Premature aging syndrome, Penttinen type	AD	601812			
PDGFRL	8805		Colorectal cancer, somatic		114500			
PDGFRL	8805		Hepatocellular cancer, somatic		114550			
PDHA1	8806		Pyruvate dehydrogenase E1-alpha deficiency	XD	312170			
PDHB	8808		Pyruvate dehydrogenase E1-beta deficiency		614111			
PDK3	8811		?Charcot-Marie-Tooth disease, X-linked dominant, 6	XD	300905			
PDP1	9279		Pyruvate dehydrogenase phosphatase deficiency	AR	608782			
PDSS1	17759		Coenzyme Q10 deficiency, primary, 2	AR	614651			
PDSS2	23041		Coenzyme Q10 deficiency, primary, 3	AR	614652			
PDX1	6107		MODY, type IV		606392			
PDX1	6107		{Diabetes mellitus, type II, susceptibility to}	AD	125853			
PDX1	6107		Pancreatic agenesis 1	AR	260370			
PDX1	6107		Lacticacidemia due to PDX1 deficiency	AR	245349			
PDYN	8820		Spinocerebellar ataxia 23	AD	610245			
PDZD7	26257		{Retinal disease in Usher syndrome type IIA, modifier of}	AR	276901			
PDZD7	26257		Usher syndrome, type IIC, GPR98/PDZD7 digenic	AR	605472			
PEPD	8840		Prolidase deficiency	AR	170100			
PER2	8846		Advanced sleep phase syndrome, familial, 1	AD	604348			
PER3	8847		?Advanced sleep phase syndrome, familial, 3	AD	616882			
PET100	40038		Mitochondrial complex IV deficiency	AR;M	220110			
PEX1	8850		Peroxisome biogenesis disorder 1A (Zellweger)	AR	214100			
PEX1	8850		Heimler syndrome 1	AR	234580			
PEX1	8850		Peroxisome biogenesis disorder 1B (NALD/IRD)	AR	601539			
PEX10	8851		Peroxisome biogenesis disorder 6A (Zellweger)	AR	614870			
PEX10	8851		Peroxisome biogenesis disorder 6B	AR	614871			
PEX11B	8853		?Peroxisome biogenesis disorder 14B	AR	614920			
PEX12	8854		Peroxisome biogenesis disorder 3A (Zellweger)	AR	614859			
PEX12	8854		Peroxisome biogenesis disorder 3B	AR	266510			
PEX13	8855		Peroxisome biogenesis disorder 11A (Zellweger)	AR	614883			
PEX13	8855		Peroxisome biogenesis disorder 11B	AR	614885			
PEX14	8856		Peroxisome biogenesis disorder 13A (Zellweger)	AR	614887			
PEX16	8857		Peroxisome biogenesis disorder 8A (Zellweger)	AR	614876			
PEX16	8857		Peroxisome biogenesis disorder 8B	AR	614877			
PEX19	9713		Peroxisome biogenesis disorder 12A (Zellweger)	AR	614886			
PEX2	9717		Peroxisome biogenesis disorder 5B	AR	614867			
PEX2	9717		Peroxisome biogenesis disorder 5A (Zellweger)	AR	614866			
PEX26	22965		Peroxisome biogenesis disorder 7A (Zellweger)	AR	614872			
PEX26	22965		Peroxisome biogenesis disorder 7B	AR	614873			
PEX3	8858		Peroxisome biogenesis disorder 10A (Zellweger)	AR	614882			
PEX3	8858		?Peroxisome biogenesis disorder 10B	AR	617370			
PEX5	9719		Rhizomelic chondrodysplasia punctata, type 5	AR	616716			
PEX5	9719		Peroxisome biogenesis disorder 2B	AR	202370			
PEX5	9719		Peroxisome biogenesis disorder 2A (Zellweger)	AR	214110			
PEX6	8859		Peroxisome biogenesis disorder 4A (Zellweger)	AR	614862			
PEX6	8859		Heimler syndrome 2	AR	616617			
PEX6	8859		Peroxisome biogenesis disorder 4B	AR	614863			
PEX7	8860		Rhizomelic chondrodysplasia punctata, type 1	AR	215100			
PEX7	8860		Peroxisome biogenesis disorder 9B		614879			
PFKL	8876		Hemolytic anemia due to phosphofructokinase deficiency					
PFKM	8877		Glycogen storage disease VII	AR	232800			
PFN1	8881		Amyotrophic lateral sclerosis 18		614808			
PGAM2	8889		Glycogen storage disease X	AR	261670			
PGAP1	25712		Mental retardation, autosomal recessive 42	AR	615802			
PGAP2	17893		Hyperphosphatasia with mental retardation syndrome 3	AR	614207			
PGAP3	23719		Hyperphosphatasia with mental retardation syndrome 4	AR	615716			
PGK1	8896		Phosphoglycerate kinase 1 deficiency	XR	300653			
PGM1	8905		Congenital disorder of glycosylation, type It	AR	614921			
PGM3	8907		Immunodeficiency 23	AR	615816			
PGR	8910		?Progesterone resistance	AR	264080			
PHB	8912		{Breast cancer, susceptibility to}	AD	114480			
PHC1	3182		?Microcephaly 11, primary, autosomal recessive	AR	615414			
PHEX	8918		Hypophosphatemic rickets, X-linked dominant	XD	307800			
PHF6	18145		Borjeson-Forssman-Lehmann syndrome	XR	301900			
PHF8	20672		Mental retardation syndrome, X-linked, Siderius type	XR	300263			
PHGDH	8923		Phosphoglycerate dehydrogenase deficiency	AR	601815			
PHGDH	8923		Neu-Laxova syndrome 1	AR	256520			
PHKA1	8925		Muscle glycogenosis	XR	300559			
PHKA2	8926		Glycogen storage disease, type IXa2	XR	306000			
PHKA2	8926		Glycogen storage disease, type IXa1	XR	306000			
PHKB	8927		Phosphorylase kinase deficiency of liver and muscle, autosomal recessive	AR	261750			
PHKG2	8931		Glycogen storage disease IXc	AR	613027			
PHKG2	8931		Cirrhosis due to liver phosphorylase kinase deficiency					
PHOX2A	691		Fibrosis of extraocular muscles, congenital, 2	AR	602078			
PHOX2B	9143		Central hypoventilation syndrome, congenital, with or without Hirschsprung disease	AD	209880			
PHOX2B	9143		Neuroblastoma with Hirschsprung disease		613013			
PHOX2B	9143		{Neuroblastoma, susceptibility to, 2}		613013			
PHYH	8940		Refsum disease	AR	266500			
PHYKPL	28249		[?Phosphohydroxylysinuria]		615011			
PI4KA	8983		Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis	AR	616531			
PICALM	15514		Leukemia, acute myeloid, somatic		601626			
PIEZO1	28993		Lymphedema, hereditary, III	AR	616843			
PIEZO1	28993		Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	AD	194380			
PIEZO2	26270		Arthrogryposis, distal, type 5	AD	108145			
PIEZO2	26270		Arthrogryposis, distal, type 3	AD	114300			
PIEZO2	26270		?Marden-Walker syndrome	AD	248700			
PIEZO2	26270		Arthrogryposis, distal, with impaired proprioception and touch	AR	617146			
PIGA	8957		Paroxysmal nocturnal hemoglobinuria, somatic		300818			
PIGA	8957		Multiple congenital anomalies-hypotonia-seizures syndrome 2	XR	300868			
PIGG	25985		Mental retardation, autosomal recessive 53	AR	616917			
PIGL	8966		CHIME syndrome	AR	280000			
PIGM	18858		Glycosylphosphatidylinositol deficiency	AR	610293			
PIGN	8967		Multiple congenital anomalies-hypotonia-seizures syndrome 1	AR	614080			
PIGO	23215		Hyperphosphatasia with mental retardation syndrome 2	AR	614749			
PIGP	3046		?Epileptic encephalopathy, early infantile, 55	AR	617599			
PIGT	14938		?Paroxysmal nocturnal hemoglobinuria 2	AD;SMu	615399			
PIGT	14938		Multiple congenital anomalies-hypotonia-seizures syndrome 3	AR	615398			
PIGV	26031		Hyperphosphatasia with mental retardation syndrome 1	AR	239300			
PIGW	23213		?Hyperphosphatasia with mental retardation syndrome 5	AR	616025			
PIGY			Hyperphosphatasia with mental retardation syndrome 6	AR	616809			
PIH1D3	28570		Ciliary dyskinesia, primary, 36, X-linked	XR	300991			
PIK3CA	8975		Breast cancer, somatic		114480			
PIK3CA	8975		CLOVE syndrome, somatic		612918			
PIK3CA	8975		Colorectal cancer, somatic		114500			
PIK3CA	8975		Cowden syndrome 5		615108			
PIK3CA	8975		Gastric cancer, somatic		613659			
PIK3CA	8975		Hepatocellular carcinoma, somatic		114550			
PIK3CA	8975		Keratosis, seborrheic, somatic		182000			
PIK3CA	8975		Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic		602501			
PIK3CA	8975		Nevus, epidermal, somatic		162900			
PIK3CA	8975		Nonsmall cell lung cancer, somatic		211980			
PIK3CA	8975		Ovarian cancer, somatic		167000			
PIK3CD	8977		Immunodeficiency 14	AD	615513			
